fid,ID,Area
3318,생활서비스시설_공원_1414,8445.885
3322,생활서비스시설_공원_1414,21077.630
3325,생활서비스시설_공원_1414,1228.768
3326,생활서비스시설_공원_1414,99840.639
3327,생활서비스시설_공원_1414,20221.135
3328,생활서비스시설_공원_1414,227.710
3329,생활서비스시설_공원_1414,100534.620
3330,생활서비스시설_공원_1414,16663.659
3332,생활서비스시설_공원_1414,146.762
3333,생활서비스시설_공원_1414,550.851
3334,생활서비스시설_공원_1414,100210.071
3375,생활서비스시설_공원_1414,78665.294
3377,생활서비스시설_공원_1414,27257.704
3379,생활서비스시설_공원_1414,59872.779
3384,생활서비스시설_공원_1414,5829.092
3395,생활서비스시설_공원_1414,22065.676
3399,생활서비스시설_공원_1414,3050.761
3401,생활서비스시설_공원_1414,6249.303
3403,생활서비스시설_공원_1414,70477.877
3404,생활서비스시설_공원_1414,1022.989
3405,생활서비스시설_공원_1414,99.159
3406,생활서비스시설_공원_1414,20584.825
3407,생활서비스시설_공원_1414,1340.602
3408,생활서비스시설_공원_1414,4915.650
3409,생활서비스시설_공원_1414,11844.962
3410,생활서비스시설_공원_1414,95690.479
3411,생활서비스시설_공원_1414,138564.065
3450,생활서비스시설_공원_1414,13366.572
3451,생활서비스시설_공원_1414,667.181
3452,생활서비스시설_공원_1414,34522.734
3456,생활서비스시설_공원_1414,116316.206
3460,생활서비스시설_공원_1414,2428.760
